Designator,Val,Package,Mid X,Mid Y,Rotation,Side
"U37","TCAN1051GVDRBRQ","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",138.699749,-145.760600,0.000000,top
"U38","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",145.899749,-130.835600,-90.000000,top
"U39","STM32F412RETx","LQFP-64_10x10mm_P0.5mm",124.149749,-146.785600,0.000000,top
"U40","TMUX1574RSVR","T-UQFN-16",150.249749,-150.935600,90.000000,top
"U41","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",137.724749,-130.835600,-90.000000,top
"U42","FXMA2102L8X","UQFN8_MICROPAK",146.795349,-153.424800,-90.000000,top
"U43","TMUX1574RSVR","T-UQFN-16",135.704549,-152.830800,0.000000,top
"U44","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",129.724749,-130.835600,-90.000000,top
"U45","TCAN1051GVDRBRQ","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",202.710000,-93.555000,0.000000,top
"U46","TCAN1051GVDRBRQ","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",212.980000,-93.550000,0.000000,top
"U47","TMUX1574RSVR","T-UQFN-16",162.642964,-123.158407,0.000000,top
"U48","CY8C9520A","SSOP-28_5.3x10.2mm_P0.65mm",177.229053,-77.605200,0.000000,top
"U49","TXU0202DTTR","SOT833-1-XSON8",168.450000,-119.680000,0.000000,top
"U50","TXU0202DTTR","SOT833-1-XSON8",181.820000,-119.605000,0.000000,top
"U51","THVD1450DRBR","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",174.350000,-119.930000,0.000000,top
"U52","THVD1450DRBR","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",187.720000,-119.855000,0.000000,top
"U53","TMUX1574RSVR","T-UQFN-16",162.655000,-114.630000,0.000000,top
"U54","ESD7004MUTAG","UDFN10_ESD",84.445000,-131.880000,-90.000000,top
"U55","PCAL6524HEAZ","HVQFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",186.879053,-77.142700,90.000000,top
"U56","TMUX1574RSVR","T-UQFN-16",205.415200,-104.181200,90.000000,top
"U57","TMUX1574RSVR","T-UQFN-16",215.489400,-104.230400,90.000000,top
"U58","FXMA2102L8X","UQFN8_MICROPAK",201.960800,-106.670400,-90.000000,top
"U59","FXMA2102L8X","UQFN8_MICROPAK",212.035000,-106.719600,-90.000000,top
"U60","TXU0202DTTR","SOT833-1-XSON8",210.045000,-116.205000,0.000000,top
"U61","TXU0202DTTR","SOT833-1-XSON8",199.320000,-116.255000,0.000000,top
"U62","TMUX1574RSVR","T-UQFN-16",212.845000,-116.105000,0.000000,top
"U63","TMUX1574RSVR","T-UQFN-16",202.120000,-116.155000,0.000000,top
"U64","STM32H743ZITx","LQFP-144_20x20mm_P0.5mm",182.920000,-99.280000,0.000000,top
"U65","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",193.820000,-78.630000,-90.000000,top
"U66","TXB0104RUT","T-UQFN-12",207.220000,-124.380000,0.000000,top
"U67","TXB0104RUT","T-UQFN-12",197.095000,-124.405000,0.000000,top
"U68","TMUX1574RSVR","T-UQFN-16",210.420000,-124.380000,0.000000,top
"U69","TMUX1574RSVR","T-UQFN-16",200.295000,-124.405000,0.000000,top
"U70","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",210.020000,-78.605000,-90.000000,top
"U71","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",201.820000,-78.605000,-90.000000,top
"U72","FH-00339","PI_ZERO_2_W",90.910000,-125.920000,0.000000,top
"U73","TCAN1051GVDRBRQ","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",148.970000,-93.630000,0.000000,top
"U74","TMUX1574RSVR","T-UQFN-16",154.917964,-123.108407,0.000000,top
"U75","CY8C9520A","SSOP-28_5.3x10.2mm_P0.65mm",123.477500,-77.592500,0.000000,top
"U76","TXU0202DTTR","SOT833-1-XSON8",157.757500,-93.580000,0.000000,top
"U77","THVD1450DRBR","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",163.657500,-93.830000,0.000000,top
"U78","TMUX1574RSVR","T-UQFN-16",154.930000,-114.580000,0.000000,top
"U79","PCAL6524HEAZ","HVQFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",133.127500,-77.130000,90.000000,top
"U80","ESD7004MUTAG","UDFN10_ESD",84.445000,-143.030000,-90.000000,top
"U81","TMUX1574RSVR","T-UQFN-16",152.814700,-104.272800,90.000000,top
"U82","FXMA2102L8X","UQFN8_MICROPAK",149.360300,-106.762000,-90.000000,top
"U83","TXU0202DTTR","SOT833-1-XSON8",159.057500,-104.030000,0.000000,top
"U84","TMUX1574RSVR","T-UQFN-16",161.857500,-103.930000,0.000000,top
"U85","STM32H743ZITx","LQFP-144_20x20mm_P0.5mm",128.920000,-99.280000,0.000000,top
"U86","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",139.627249,-78.730000,-90.000000,top
"U87","TXB0104RUT","T-UQFN-12",144.530000,-118.980000,0.000000,top
"U88","TMUX1574RSVR","T-UQFN-16",147.730000,-118.980000,0.000000,top
"U89","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",155.927249,-78.730000,-90.000000,top
"U90","TPS2115ADRBR","VSON-8-1EP_3x3mm_P0.65mm_EP1.65x2.4mm_ThermalVias",147.677249,-78.705000,-90.000000,top
"U91","CY8C9520A","SSOP-28_5.3x10.2mm_P0.65mm",117.077364,-122.864800,0.000000,top
"U92","PCAL6524HEAZ","HVQFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",126.727364,-122.402300,90.000000,top
"U93","~","PROTO",203.955000,-142.280000,90.000000,top
"Y1","CSTNE8M00G55A","Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm",154.431564,-144.335600,-90.000000,top
"Y2","CSTNE8M00G55A","Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm",111.749749,-145.285600,-90.000000,top
"Y3","CSTNE8M00G55A","Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm",165.730000,-101.790000,-90.000000,top
"Y4","CSTNE8M00G55A","Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm",111.730000,-101.790000,-90.000000,top
